Order_ID,Order_Date,Month,Quarter,Year,Week_Number,Region,City,Product_Category,Product_Name,Units_Sold,Unit_Price,Discount_Percentage,Sales_Amount,Marketing_Spend,Stock_Available,Reorder_Level,Previous_Month_Sales,Forecasted_Sales,Actual_Sales,Forecast_Error_Percentage,Demand_Level,Stock_Risk,Season
ORD100577,04-11-2024,November,Q4,2024,45,West,Jaipur,Furniture,Desk,593,15000,2.9,8637045,61981,148,100,7907360.57,8272202.79,9150619.32,10.62,High Demand,Stockout Risk,Festive
ORD100578,26-01-2025,January,Q1,2025,4,East,Jaipur,Electronics,Laptop,594,60000,12.75,31095900,61595,1216,100,29043165.19,30069532.59,29647377.2,1.4,High Demand,Overstocked,Winter
ORD100579,10-04-2024,April,Q2,2024,15,East,Lucknow,Fashion,T-Shirt,297,1200,14.69,304044.84,82165,898,100,306471.4,305258.12,314851.7,3.14,Medium Demand,Overstocked,Summer
ORD100580,03-07-2024,July,Q3,2024,27,East,Jaipur,Electronics,Laptop,119,60000,0.24,7122864,17805,2251,100,5994338.18,6558601.09,7045854.73,7.43,Low Demand,Overstocked,Monsoon
ORD100581,12-08-2024,August,Q3,2024,33,East,Ahmedabad,Furniture,Office Chair,74,8000,12.39,518651.2,12455,988,100,612109.86,565380.53,532974.57,5.73,Low Demand,Overstocked,Monsoon
ORD100582,26-12-2025,December,Q4,2025,52,North,Mumbai,Office Supplies,Notebook,434,200,13.13,75403.16,89922,2418,100,84548.06,79975.61,70649.27,11.66,Medium Demand,Overstocked,Winter
ORD100583,23-04-2024,April,Q2,2024,17,South,Ahmedabad,Home Appliances,Refrigerator,127,35000,12.78,3876929,41226,1848,100,4175020.63,4025974.81,4006867.53,0.47,Low Demand,Overstocked,Summer
ORD100584,27-11-2024,November,Q4,2024,48,East,Bangalore,Electronics,Tablet,147,18000,6.65,2470041,12872,1157,100,2920186.9,2695113.95,2353783.51,12.66,Low Demand,Overstocked,Festive
ORD100585,27-03-2025,March,Q1,2025,13,North,Chennai,Furniture,Bookshelf,452,10000,3.57,4358636,69494,544,100,3737744.12,4048190.06,4592875.48,13.46,Medium Demand,Healthy Stock,Spring
ORD100586,11-08-2024,August,Q3,2024,32,Central,Mumbai,Fashion,Jacket,315,4500,2.07,1388157.75,14557,388,100,1427772.75,1407965.25,1318915.43,6.32,Medium Demand,Healthy Stock,Monsoon
ORD100587,01-04-2025,April,Q2,2025,14,North,Chennai,Furniture,Bookshelf,50,10000,18.66,406700,92111,1699,100,368703.89,387701.95,422972.49,9.1,Low Demand,Overstocked,Summer
ORD100588,04-02-2025,February,Q1,2025,6,Central,Delhi,Office Supplies,Paper Ream,552,350,9.56,174730.08,57941,387,100,177534.76,176132.42,157372.65,10.65,High Demand,Stockout Risk,Spring
ORD100589,06-12-2025,December,Q4,2025,49,West,Mumbai,Office Supplies,Paper Ream,417,350,6.67,136215.14,44692,1740,100,111979.45,124097.3,149755.36,20.68,Medium Demand,Overstocked,Winter
ORD100590,24-10-2025,October,Q4,2025,43,North,Pune,Office Supplies,Pen Set,181,500,15.21,76734.95,43005,931,100,66809.08,71772.01,69665.07,2.94,Low Demand,Overstocked,Festive
ORD100591,28-01-2025,January,Q1,2025,5,South,Ahmedabad,Fashion,Shoes,695,3000,13.78,1797687,68766,447,100,2074684.79,1936185.9,1775389.84,8.3,High Demand,Stockout Risk,Winter
ORD100592,13-07-2024,July,Q3,2024,28,South,Delhi,Furniture,Office Chair,657,8000,4.77,5005288.8,55956,358,100,5591386.44,5298337.62,5148848.13,2.82,High Demand,Stockout Risk,Monsoon
ORD100593,26-05-2025,May,Q2,2025,22,Central,Chennai,Electronics,Laptop,397,60000,1.12,23553216,99504,275,100,22662978.45,23108097.23,22195034.76,3.95,Medium Demand,Stockout Risk,Summer
ORD100594,31-10-2025,October,Q4,2025,44,Central,Chennai,Office Supplies,Notebook,826,200,1.44,162821.12,23558,2102,100,172839.93,167830.52,161883.91,3.54,High Demand,Overstocked,Festive
ORD100595,25-09-2025,September,Q3,2025,39,North,Hyderabad,Furniture,Office Chair,226,8000,12.65,1579288,45283,498,100,1551609.14,1565448.57,1475272.74,5.76,Medium Demand,Overstocked,Monsoon
ORD100596,28-08-2025,August,Q3,2025,35,North,Mumbai,Electronics,Printer,659,12000,15.98,6644301.6,33910,358,100,7453454.03,7048877.81,6546246.94,7.13,High Demand,Stockout Risk,Monsoon
ORD100597,25-11-2025,November,Q4,2025,48,West,Pune,Electronics,Mobile,521,25000,15.86,10959235,10975,810,100,10238133.68,10598684.34,10127967.14,4.44,High Demand,Healthy Stock,Festive
ORD100598,24-05-2024,May,Q2,2024,21,West,Bangalore,Home Appliances,Air Conditioner,275,45000,18.51,10084387.5,10334,646,100,8470755.82,9277571.66,10784983.6,16.25,Medium Demand,Overstocked,Summer
ORD100599,19-09-2025,September,Q3,2025,38,West,Bangalore,Electronics,Printer,132,12000,0.13,1581940.8,28516,465,100,1712761.77,1647351.29,1611596.03,2.17,Low Demand,Overstocked,Monsoon
ORD100600,17-10-2024,October,Q4,2024,42,West,Chennai,Furniture,Office Chair,263,8000,10.46,1883921.6,59005,1079,100,2214052.19,2048986.9,1925570.58,6.02,Medium Demand,Overstocked,Festive
ORD100601,08-02-2024,February,Q1,2024,6,Central,Bangalore,Fashion,Jacket,140,4500,12.54,550998,44478,1524,100,533098.47,542048.23,557357.66,2.82,Low Demand,Overstocked,Spring
ORD100602,15-07-2024,July,Q3,2024,29,North,Jaipur,Electronics,Tablet,602,18000,10.15,9736146,65845,952,100,8865448.63,9300797.32,9139746.68,1.73,High Demand,Healthy Stock,Monsoon
ORD100603,01-06-2024,June,Q2,2024,22,West,Chennai,Furniture,Office Chair,94,8000,1.08,743878.4,52735,1267,100,657466.44,700672.42,706890.06,0.89,Low Demand,Overstocked,Summer
ORD100604,23-09-2025,September,Q3,2025,39,West,Delhi,Electronics,Laptop,600,60000,3.52,34732800,8809,2086,100,34939859.14,34836329.57,31751749.76,8.85,High Demand,Overstocked,Monsoon
ORD100605,28-08-2024,August,Q3,2024,35,West,Lucknow,Office Supplies,Pen Set,479,500,3.98,229967.9,93716,1434,100,205137.18,217552.54,212036.51,2.54,Medium Demand,Overstocked,Monsoon
ORD100606,21-08-2024,August,Q3,2024,34,North,Hyderabad,Fashion,Shoes,434,3000,17.83,1069853.4,14637,2029,100,1106267.9,1088060.65,974495.09,10.44,Medium Demand,Overstocked,Monsoon
ORD100607,22-03-2025,March,Q1,2025,12,South,Hyderabad,Office Supplies,Pen Set,232,500,7.75,107010,22878,1974,100,116419.23,111714.61,109835.52,1.68,Medium Demand,Overstocked,Spring
ORD100608,03-10-2024,October,Q4,2024,40,South,Pune,Furniture,Office Chair,795,8000,2.73,6186372,66018,1978,100,5984012.88,6085192.44,6508483.5,6.96,High Demand,Overstocked,Festive
ORD100609,13-08-2024,August,Q3,2024,33,East,Lucknow,Furniture,Bookshelf,676,10000,18.11,5535764,80775,2364,100,6321851.39,5928807.7,5077927.9,14.35,High Demand,Overstocked,Monsoon
ORD100610,18-06-2025,June,Q2,2025,25,West,Hyderabad,Office Supplies,Pen Set,523,500,5.58,246908.3,61113,1110,100,222003.3,234455.8,243661.39,3.93,High Demand,Overstocked,Summer
ORD100611,15-08-2024,August,Q3,2024,33,Central,Bangalore,Office Supplies,Notebook,477,200,19.6,76701.6,10250,2027,100,83864.8,80283.2,76766.28,4.38,Medium Demand,Overstocked,Monsoon
ORD100612,11-03-2025,March,Q1,2025,11,Central,Kolkata,Fashion,Jacket,150,4500,9.05,613912.5,36524,440,100,628274.85,621093.68,554046.58,10.8,Low Demand,Overstocked,Spring
ORD100613,20-02-2025,February,Q1,2025,8,South,Bangalore,Home Appliances,Refrigerator,294,35000,12.95,8957445,16892,165,100,8885007.76,8921226.38,8607811.92,3.51,Medium Demand,Stockout Risk,Spring
ORD100614,21-12-2025,December,Q4,2025,51,West,Lucknow,Office Supplies,Notebook,515,200,9.28,93441.6,23169,1760,100,81665.93,87553.76,100385.28,14.66,High Demand,Overstocked,Winter
ORD100615,03-10-2025,October,Q4,2025,40,West,Delhi,Electronics,Printer,518,12000,5.93,5847391.2,40361,2321,100,6023349.42,5935370.31,5504905.32,7.25,High Demand,Overstocked,Festive
ORD100616,02-12-2025,December,Q4,2025,49,North,Lucknow,Home Appliances,Air Conditioner,106,45000,10.29,4279167,93428,1590,100,4943255.9,4611211.45,3946219.17,14.42,Low Demand,Overstocked,Winter
ORD100617,09-01-2025,January,Q1,2025,2,West,Lucknow,Electronics,Tablet,425,18000,3.51,7381485,78241,374,100,7560879.32,7471182.16,7785363.7,4.21,Medium Demand,Stockout Risk,Winter
ORD100618,21-05-2024,May,Q2,2024,21,East,Hyderabad,Office Supplies,Notebook,539,200,14.75,91899.5,81037,959,100,101206.11,96552.8,96694.56,0.15,High Demand,Healthy Stock,Summer
ORD100619,24-11-2024,November,Q4,2024,47,East,Ahmedabad,Office Supplies,Paper Ream,623,350,1.27,215280.76,50249,1953,100,214094.73,214687.74,216429.61,0.81,High Demand,Overstocked,Festive
ORD100620,05-05-2024,May,Q2,2024,18,West,Jaipur,Office Supplies,Pen Set,512,500,12.42,224204.8,93251,368,100,196255.75,210230.27,241422.79,14.84,High Demand,Stockout Risk,Summer
ORD100621,30-03-2024,March,Q1,2024,13,North,Kolkata,Furniture,Desk,128,15000,2.19,1877952,41168,558,100,2025996.3,1951974.15,1876573.11,3.86,Low Demand,Overstocked,Spring
ORD100622,28-07-2024,July,Q3,2024,30,Central,Delhi,Home Appliances,Refrigerator,604,35000,18.63,17201618,67115,1520,100,16652060.52,16926839.26,18019414.72,6.45,High Demand,Overstocked,Monsoon
ORD100623,22-01-2024,January,Q1,2024,4,East,Hyderabad,Electronics,Laptop,287,60000,16.7,14344260,73107,1475,100,13837573.28,14090916.64,13893254.89,1.4,Medium Demand,Overstocked,Winter
ORD100624,23-10-2025,October,Q4,2025,43,East,Chennai,Office Supplies,Paper Ream,814,350,8.91,259515.41,44856,2423,100,221309.99,240412.7,274533.48,14.19,High Demand,Overstocked,Festive
ORD100625,24-06-2024,June,Q2,2024,26,East,Hyderabad,Fashion,T-Shirt,345,1200,15.39,350285.4,11202,707,100,329705.56,339995.48,347197.74,2.12,Medium Demand,Overstocked,Summer
ORD100626,19-06-2024,June,Q2,2024,25,Central,Bangalore,Office Supplies,Pen Set,236,500,19.46,95037.2,97813,728,100,82159.84,88598.52,87755.78,0.95,Medium Demand,Overstocked,Summer
ORD100627,20-11-2024,November,Q4,2024,47,Central,Bangalore,Fashion,T-Shirt,546,1200,11.25,581490,9546,1398,100,692676.14,637083.07,540546.62,15.15,High Demand,Overstocked,Festive
ORD100628,04-04-2025,April,Q2,2025,14,Central,Bangalore,Office Supplies,Pen Set,174,500,18.41,70983.3,58026,2145,100,78607.42,74795.36,77340.41,3.4,Low Demand,Overstocked,Summer
ORD100629,23-11-2024,November,Q4,2024,47,South,Delhi,Office Supplies,Paper Ream,524,350,5.91,172561.06,42988,2449,100,184080.39,178320.73,182900.1,2.57,High Demand,Overstocked,Festive
ORD100630,28-03-2025,March,Q1,2025,13,East,Mumbai,Fashion,Shoes,192,3000,13.56,497894.4,20319,1361,100,403253.76,450574.08,509597.11,13.1,Low Demand,Overstocked,Spring
ORD100631,13-08-2024,August,Q3,2024,33,West,Pune,Electronics,Tablet,106,18000,12.16,1675987.2,30578,2489,100,1693708.31,1684847.75,1770272.66,5.07,Low Demand,Overstocked,Monsoon
ORD100632,11-10-2024,October,Q4,2024,41,South,Delhi,Electronics,Printer,194,12000,7.89,2144320.8,69286,1401,100,2232814.24,2188567.52,2149276.69,1.8,Low Demand,Overstocked,Festive
ORD100633,27-02-2024,February,Q1,2024,9,East,Kolkata,Furniture,Bookshelf,487,10000,7.39,4510107,53867,149,100,4121607.04,4315857.02,4376026.06,1.39,Medium Demand,Stockout Risk,Spring
ORD100634,01-04-2025,April,Q2,2025,14,Central,Mumbai,Furniture,Bookshelf,504,10000,14.83,4292568,59474,1912,100,3929646.86,4111107.43,4554992.24,10.8,High Demand,Overstocked,Summer
ORD100635,10-03-2025,March,Q1,2025,11,West,Bangalore,Office Supplies,Paper Ream,138,350,2.87,46913.79,44745,2044,100,56078.54,51496.17,47151.18,8.44,Low Demand,Overstocked,Spring
ORD100636,09-12-2024,December,Q4,2024,50,North,Lucknow,Fashion,Shoes,56,3000,8.19,154240.8,40825,1797,100,134182.9,144211.85,153072.27,6.14,Low Demand,Overstocked,Winter
ORD100637,04-08-2025,August,Q3,2025,32,South,Hyderabad,Furniture,Desk,346,15000,11.08,4614948,10535,1336,100,5232585.32,4923766.66,4433963.01,9.95,Medium Demand,Overstocked,Monsoon
ORD100638,26-07-2025,July,Q3,2025,30,West,Hyderabad,Electronics,Laptop,207,60000,5.25,11767950,88958,2035,100,9998883.13,10883416.57,12158442.26,11.72,Medium Demand,Overstocked,Monsoon
ORD100639,21-10-2024,October,Q4,2024,43,West,Bangalore,Fashion,Jacket,376,4500,15.29,1433293.2,69625,373,100,1489989.3,1461641.25,1393665.37,4.65,Medium Demand,Healthy Stock,Festive
ORD100640,07-05-2025,May,Q2,2025,19,Central,Kolkata,Home Appliances,Air Conditioner,722,45000,16.37,27171387,53916,2199,100,29703295.86,28437341.43,24549593.13,13.67,High Demand,Overstocked,Summer
ORD100641,22-09-2024,September,Q3,2024,38,South,Lucknow,Electronics,Mobile,377,25000,9.22,8556015,95869,654,100,8067930.16,8311972.58,7790916.17,6.27,Medium Demand,Healthy Stock,Monsoon
ORD100642,04-01-2025,January,Q1,2025,1,West,Pune,Electronics,Tablet,348,18000,10.59,5600642.4,15069,2204,100,4914708.95,5257675.68,5744052.39,9.25,Medium Demand,Overstocked,Winter
ORD100643,06-04-2024,April,Q2,2024,14,Central,Bangalore,Office Supplies,Pen Set,373,500,16.54,155652.9,94780,1333,100,141423.67,148538.29,161815.74,8.94,Medium Demand,Overstocked,Summer
ORD100644,06-01-2025,January,Q1,2025,2,North,Jaipur,Office Supplies,Pen Set,197,500,0.26,98243.9,72917,1252,100,93253.67,95748.79,97947.18,2.3,Low Demand,Overstocked,Winter
ORD100645,14-12-2024,December,Q4,2024,50,South,Mumbai,Furniture,Office Chair,565,8000,4.42,4320216,29696,2388,100,4516230.01,4418223,4606573.9,4.26,High Demand,Overstocked,Winter
ORD100646,22-06-2025,June,Q2,2025,25,Central,Jaipur,Electronics,Printer,521,12000,18.32,5106633.6,20278,637,100,5971512.99,5539073.29,5085715.02,8.18,High Demand,Healthy Stock,Summer
ORD100647,15-11-2024,November,Q4,2024,46,East,Bangalore,Fashion,Jacket,798,4500,6.84,3345375.6,98047,1347,100,2714785.06,3030080.33,3555849.31,17.35,High Demand,Overstocked,Festive
ORD100648,15-08-2024,August,Q3,2024,33,South,Bangalore,Furniture,Desk,178,15000,4.2,2557860,15302,1840,100,2753094.43,2655477.21,2703161.65,1.8,Low Demand,Overstocked,Monsoon
ORD100649,20-03-2024,March,Q1,2024,12,North,Chennai,Fashion,Shoes,251,3000,2.16,736735.2,91479,2203,100,764193.67,750464.44,732179.57,2.44,Medium Demand,Overstocked,Spring
ORD100650,16-09-2024,September,Q3,2024,38,North,Mumbai,Home Appliances,Air Conditioner,60,45000,15.09,2292570,21225,941,100,2372904.45,2332737.23,2155027,7.62,Low Demand,Overstocked,Monsoon
ORD100651,17-11-2025,November,Q4,2025,47,East,Delhi,Electronics,Mobile,465,25000,6.96,10815900,26044,2150,100,12030751.13,11423325.57,11060245.09,3.18,Medium Demand,Overstocked,Festive
ORD100652,01-06-2025,June,Q2,2025,22,Central,Mumbai,Electronics,Laptop,591,60000,4.34,33921036,30106,1254,100,29467522.33,31694279.16,35644345.87,12.46,High Demand,Overstocked,Summer
ORD100653,05-01-2024,January,Q1,2024,1,North,Hyderabad,Office Supplies,Paper Ream,536,350,7.33,173848.92,82251,858,100,169653.31,171751.11,189764.71,10.49,High Demand,Healthy Stock,Winter
ORD100654,04-07-2024,July,Q3,2024,27,East,Kolkata,Fashion,Shoes,576,3000,4.55,1649376,19790,1387,100,1401056.11,1525216.06,1520828.97,0.29,High Demand,Overstocked,Monsoon
ORD100655,19-05-2024,May,Q2,2024,20,West,Pune,Home Appliances,Air Conditioner,110,45000,9.87,4461435,55434,1261,100,4384601.53,4423018.27,4672170.37,5.63,Low Demand,Overstocked,Summer
ORD100656,04-12-2025,December,Q4,2025,49,West,Hyderabad,Office Supplies,Pen Set,347,500,19.7,139320.5,61093,873,100,159202.86,149261.68,150319.98,0.71,Medium Demand,Overstocked,Winter
ORD100657,02-05-2025,May,Q2,2025,18,East,Bangalore,Electronics,Printer,157,12000,7.93,1734598.8,73506,448,100,1470397.09,1602497.95,1698106.82,5.97,Low Demand,Overstocked,Summer
ORD100658,12-12-2025,December,Q4,2025,50,Central,Mumbai,Furniture,Office Chair,422,8000,19.5,2717680,49385,920,100,2820909.26,2769294.63,2984372.09,7.77,Medium Demand,Overstocked,Winter
ORD100659,05-05-2024,May,Q2,2024,18,South,Kolkata,Fashion,T-Shirt,645,1200,11.87,682126.2,89388,1739,100,642862.28,662494.24,704865.15,6.4,High Demand,Overstocked,Summer
ORD100660,18-02-2025,February,Q1,2025,8,West,Jaipur,Home Appliances,Microwave,515,9000,2.16,4534884,37858,2104,100,4529938.77,4532411.38,4651313.55,2.62,High Demand,Overstocked,Spring
ORD100661,17-05-2024,May,Q2,2024,20,North,Mumbai,Electronics,Laptop,560,60000,13.56,29043840,28474,1667,100,30258847.5,29651343.75,28038666.89,5.44,High Demand,Overstocked,Summer
ORD100662,06-11-2024,November,Q4,2024,45,Central,Lucknow,Electronics,Laptop,794,60000,15.85,40089060,31467,1302,100,42688326.14,41388693.07,40010889.22,3.33,High Demand,Healthy Stock,Festive
ORD100663,24-09-2024,September,Q3,2024,39,Central,Pune,Office Supplies,Paper Ream,68,350,19.05,19266.1,9141,1862,100,22195.52,20730.81,17798.54,14.14,Low Demand,Overstocked,Monsoon
ORD100664,05-04-2025,April,Q2,2025,14,East,Kolkata,Fashion,T-Shirt,86,1200,0.66,102518.88,77963,1341,100,118294.49,110406.68,95632.57,13.38,Low Demand,Overstocked,Summer
ORD100665,17-03-2025,March,Q1,2025,12,South,Ahmedabad,Fashion,T-Shirt,162,1200,11.38,172277.28,69297,2368,100,185051.58,178664.43,174765.32,2.18,Low Demand,Overstocked,Spring
ORD100666,02-05-2025,May,Q2,2025,18,Central,Bangalore,Office Supplies,Notebook,450,200,5.27,85257,82469,1647,100,89244.97,87250.99,82746.42,5.16,Medium Demand,Overstocked,Summer
ORD100667,18-10-2024,October,Q4,2024,42,East,Delhi,Electronics,Laptop,248,60000,6.98,13841376,81541,210,100,15309636.06,14575506.03,14187833.95,2.66,Medium Demand,Stockout Risk,Festive
ORD100668,24-01-2025,January,Q1,2025,4,North,Kolkata,Home Appliances,Refrigerator,471,35000,7.03,15326104.5,91670,1100,100,13778866.39,14552485.45,15780011.07,8.44,Medium Demand,Overstocked,Winter
ORD100669,29-08-2025,August,Q3,2025,35,North,Mumbai,Home Appliances,Microwave,395,9000,3.4,3434130,75571,1435,100,2798647.84,3116388.92,3542489.02,13.67,Medium Demand,Overstocked,Monsoon
ORD100670,08-03-2025,March,Q1,2025,10,Central,Jaipur,Fashion,T-Shirt,70,1200,13.92,72307.2,82068,191,100,86356.92,79332.06,70539.11,11.08,Low Demand,Overstocked,Spring
ORD100671,03-02-2025,February,Q1,2025,6,East,Lucknow,Electronics,Printer,152,12000,13.82,1571923.2,31988,1476,100,1569868,1570895.6,1669840.55,6.3,Low Demand,Overstocked,Spring
ORD100672,14-11-2025,November,Q4,2025,46,East,Bangalore,Office Supplies,Pen Set,588,500,4.04,282122.4,88288,408,100,320533.98,301328.19,284144.32,5.7,High Demand,Stockout Risk,Festive
ORD100673,21-10-2024,October,Q4,2024,43,East,Delhi,Home Appliances,Air Conditioner,631,45000,12.49,24848464.5,17053,2468,100,20820365.55,22834415.02,24037599.77,5.27,High Demand,Overstocked,Festive
ORD100674,09-03-2024,March,Q1,2024,10,Central,Jaipur,Fashion,T-Shirt,264,1200,6.95,294782.4,15048,1336,100,295329.46,295055.93,282985.74,4.09,Medium Demand,Overstocked,Spring
ORD100675,10-11-2025,November,Q4,2025,46,Central,Pune,Furniture,Desk,593,15000,10.31,7977925.5,93022,2342,100,6958668.45,7468296.97,7209816.13,3.46,High Demand,Overstocked,Festive
ORD100676,21-12-2025,December,Q4,2025,51,Central,Bangalore,Office Supplies,Pen Set,268,500,13.22,116285.2,66249,1197,100,136619.43,126452.32,117046.15,7.44,Medium Demand,Overstocked,Winter
ORD100677,21-09-2025,September,Q3,2025,38,West,Lucknow,Electronics,Mobile,423,25000,9.25,9596812.5,36506,716,100,10542803,10069807.75,10106460.98,0.36,Medium Demand,Healthy Stock,Monsoon
ORD100678,21-03-2025,March,Q1,2025,12,West,Pune,Electronics,Mobile,472,25000,5.34,11169880,42623,757,100,10081695.26,10625787.63,11396030.46,7.25,Medium Demand,Healthy Stock,Spring
ORD100679,19-02-2025,February,Q1,2025,8,South,Mumbai,Furniture,Office Chair,78,8000,4.91,593361.6,45703,2001,100,589892.18,591626.89,651664.49,10.15,Low Demand,Overstocked,Spring
ORD100680,08-03-2025,March,Q1,2025,10,North,Hyderabad,Furniture,Desk,189,15000,0.58,2818557,41408,2355,100,2453255.35,2635906.17,3017277.12,14.47,Low Demand,Overstocked,Spring
ORD100681,12-05-2025,May,Q2,2025,20,North,Delhi,Electronics,Tablet,666,18000,5.96,11273515.2,13333,1767,100,13062726.88,12168121.04,11660584.75,4.17,High Demand,Overstocked,Summer
ORD100682,02-04-2024,April,Q2,2024,14,West,Bangalore,Furniture,Office Chair,634,8000,14.69,4326923.2,20812,2237,100,4611145.17,4469034.19,4396517.21,1.62,High Demand,Overstocked,Summer
ORD100683,21-06-2025,June,Q2,2025,25,East,Chennai,Electronics,Mobile,664,25000,2.45,16193300,46079,1448,100,18345934.73,17269617.37,16961627.89,1.78,High Demand,Overstocked,Summer
ORD100684,29-08-2024,August,Q3,2024,35,West,Hyderabad,Furniture,Office Chair,229,8000,4.28,1753590.4,40985,1900,100,1689321.7,1721456.05,1880865.97,9.26,Medium Demand,Overstocked,Monsoon
ORD100685,27-02-2024,February,Q1,2024,9,West,Jaipur,Home Appliances,Air Conditioner,165,45000,6.33,6954997.5,60545,2045,100,7463375.68,7209186.59,7599468.91,5.41,Low Demand,Overstocked,Spring
ORD100686,28-05-2024,May,Q2,2024,22,East,Chennai,Home Appliances,Refrigerator,71,35000,12.91,2164186.5,84405,242,100,2459790.97,2311988.74,2234402.85,3.36,Low Demand,Overstocked,Summer
ORD100687,25-02-2024,February,Q1,2024,8,South,Ahmedabad,Office Supplies,Pen Set,366,500,12.78,159612.6,96831,1586,100,185352.18,172482.39,165526.19,4.03,Medium Demand,Overstocked,Spring
ORD100688,01-07-2025,July,Q3,2025,27,South,Chennai,Fashion,Shoes,452,3000,18.55,1104462,38493,1332,100,923440.82,1013951.41,1175745.68,15.96,Medium Demand,Overstocked,Monsoon
ORD100689,29-08-2024,August,Q3,2024,35,East,Hyderabad,Furniture,Desk,696,15000,6.34,9778104,89466,1764,100,10909694.25,10343899.12,9336205.13,9.74,High Demand,Overstocked,Monsoon
ORD100690,23-03-2024,March,Q1,2024,12,West,Chennai,Fashion,T-Shirt,482,1200,17.54,476948.64,18159,756,100,514814.96,495881.8,477552.89,3.7,Medium Demand,Healthy Stock,Spring
ORD100691,26-12-2024,December,Q4,2024,52,West,Lucknow,Office Supplies,Paper Ream,384,350,9.07,122209.92,8584,313,100,129120.78,125665.35,114479.89,8.9,Medium Demand,Stockout Risk,Winter
ORD100692,30-03-2025,March,Q1,2025,13,South,Delhi,Fashion,Shoes,693,3000,6.11,1951973.1,80472,436,100,1648111.95,1800042.52,1854219.68,3.01,High Demand,Stockout Risk,Spring
ORD100693,31-12-2025,December,Q4,2025,1,South,Lucknow,Fashion,T-Shirt,512,1200,9.57,555601.92,22499,1167,100,483035.65,519318.79,565938.38,8.98,High Demand,Overstocked,Winter
ORD100694,01-12-2024,December,Q4,2024,48,East,Hyderabad,Electronics,Printer,426,12000,3.64,4925923.2,54456,2436,100,4383061.11,4654492.16,5367393.52,15.32,Medium Demand,Overstocked,Winter
ORD100695,25-07-2025,July,Q3,2025,30,Central,Hyderabad,Electronics,Printer,253,12000,5.24,2876913.6,27119,303,100,2763028,2819970.8,2836005.83,0.57,Medium Demand,Healthy Stock,Monsoon
ORD100696,23-09-2024,September,Q3,2024,39,South,Mumbai,Home Appliances,Microwave,630,9000,2.35,5536755,99186,2253,100,5393150.92,5464952.96,6001830.29,9.82,High Demand,Overstocked,Monsoon
ORD100697,09-04-2025,April,Q2,2025,15,West,Mumbai,Furniture,Bookshelf,258,10000,3.81,2481702,39891,1279,100,2726341.26,2604021.63,2423170.32,6.95,Medium Demand,Overstocked,Summer
ORD100698,17-03-2025,March,Q1,2025,12,South,Lucknow,Furniture,Desk,243,15000,8.37,3339913.5,58546,697,100,2710370.69,3025142.09,3657958.88,20.92,Medium Demand,Overstocked,Spring
ORD100699,29-08-2024,August,Q3,2024,35,Central,Chennai,Furniture,Desk,646,15000,13.69,8363439,65052,451,100,6725276.29,7544357.64,7749905.37,2.72,High Demand,Stockout Risk,Monsoon
ORD100700,27-11-2024,November,Q4,2024,48,West,Hyderabad,Fashion,Jacket,657,4500,5.12,2805127.2,17488,2381,100,2310024.85,2557576.03,2711358.83,6.01,High Demand,Overstocked,Festive
ORD100701,28-08-2024,August,Q3,2024,35,West,Pune,Office Supplies,Paper Ream,662,350,14.19,198821.77,10965,121,100,179230.42,189026.1,203579.89,7.7,High Demand,Stockout Risk,Monsoon
ORD100702,05-11-2024,November,Q4,2024,45,West,Pune,Furniture,Bookshelf,123,10000,5.21,1165917,71027,2118,100,1366607.2,1266262.1,1254036.25,0.97,Low Demand,Overstocked,Festive
ORD100703,15-05-2024,May,Q2,2024,20,North,Pune,Office Supplies,Pen Set,195,500,5.21,92420.25,46060,280,100,110110.1,101265.18,92405.66,8.75,Low Demand,Healthy Stock,Summer
ORD100704,14-10-2024,October,Q4,2024,42,East,Kolkata,Home Appliances,Refrigerator,930,35000,18.53,26518485,72760,1382,100,25837229.03,26177857.02,24741660.68,5.49,High Demand,Healthy Stock,Festive
ORD100705,18-05-2025,May,Q2,2025,20,South,Jaipur,Fashion,Shoes,243,3000,2.97,707348.7,35128,850,100,576025.81,641687.26,673427.65,4.95,Medium Demand,Overstocked,Summer
ORD100706,23-12-2025,December,Q4,2025,52,West,Kolkata,Electronics,Printer,91,12000,8.83,995576.4,97933,2397,100,989682.39,992629.4,994180.31,0.16,Low Demand,Overstocked,Winter
ORD100707,31-05-2024,May,Q2,2024,22,North,Pune,Electronics,Mobile,340,25000,3.61,8193150,27058,2183,100,9250301.51,8721725.75,8296789.07,4.87,Medium Demand,Overstocked,Summer
ORD100708,10-11-2025,November,Q4,2025,46,Central,Hyderabad,Office Supplies,Notebook,802,200,3.61,154609.56,15070,1108,100,171199.38,162904.47,160079.91,1.73,High Demand,Healthy Stock,Festive
ORD100709,02-12-2024,December,Q4,2024,49,North,Ahmedabad,Electronics,Printer,432,12000,11.81,4571769.6,18902,1425,100,3938626.09,4255197.84,4188713.13,1.56,Medium Demand,Overstocked,Winter
ORD100710,25-12-2025,December,Q4,2025,52,West,Chennai,Home Appliances,Air Conditioner,55,45000,6.59,2311897.5,10747,1955,100,2149986.5,2230942,2418959.26,8.43,Low Demand,Overstocked,Winter
ORD100711,05-08-2025,August,Q3,2025,32,South,Hyderabad,Electronics,Tablet,380,18000,15.96,5748336,14269,2341,100,6787405.65,6267870.83,5611975.04,10.46,Medium Demand,Overstocked,Monsoon
